source_dataset,source_file,source_page,source_row_index,source_line_start,source_line_end,class_name,description_raw,raw_record_text
class,3p.txt,3,4,25,25,[마이트리|연희스페셜] 독서와 요가,"책과 호흡 사이에서, 나를 천천히 깨우는 시간 마이트리요가 연희점에서 진행되는 〈독서와 요가〉 프로그램입니다. 각자가 가져온 책을 함께 조용히 읽으며 마음을 가라앉히고, 고요해진 호흡 위에서 천천히 몸을 깨워가는 시간을 가집니다. 읽기와 움직임이 자연스럽게 이어지며, 깊고 잔잔한 몰입을 경험합니다. - 책과 함께 조용한 시간을 보내고 싶은 분 - 몸과 마음을 동시에 정돈하고 싶은 분 - 느린 리듬 속에서 나에게 집중하고 싶은 분 **각자 읽을 책을 꼭 지참해 주시길 바랍니다** 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마이트리|연희스페셜] 독서와 요가	책과 호흡 사이에서, 나를 천천히 깨우는 시간 마이트리요가 연희점에서 진행되는 〈독서와 요가〉 프로그램입니다. 각자가 가져온 책을 함께 조용히 읽으며 마음을 가라앉히고, 고요해진 호흡 위에서 천천히 몸을 깨워가는 시간을 가집니다. 읽기와 움직임이 자연스럽게 이어지며, 깊고 잔잔한 몰입을 경험합니다. - 책과 함께 조용한 시간을 보내고 싶은 분 - 몸과 마음을 동시에 정돈하고 싶은 분 - 느린 리듬 속에서 나에게 집중하고 싶은 분 **각자 읽을 책을 꼭 지참해 주시길 바랍니다** 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,3p.txt,3,5,26,26,[마이트리|연희스페셜] 올레벨 빈야사,"한석완과 함께, 흐름 속에서 나만의 리듬을 발견하는 빈야사 몸의 감각과 흐름을 깊이 탐구해온 한석완 선생님의 빈야사 클래스입니다. 지면을 딛는 안정감에서 시작해, 동작과 동작 사이의 연결 속에서 새로운 움직임의 재미를 발견합니다. 초보자부터 꾸준히 수련하는 분들까지 함께 어우러지며, 각자의 리듬을 자연스럽게 찾아가는 시간입니다. - 깊이 있는 빈야사를 경험해보고 싶은 분 - 나만의 움직임과 리듬을 찾고 싶은 분 - 안정감과 흐름을 동시에 느끼고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마이트리|연희스페셜] 올레벨 빈야사	한석완과 함께, 흐름 속에서 나만의 리듬을 발견하는 빈야사 몸의 감각과 흐름을 깊이 탐구해온 한석완 선생님의 빈야사 클래스입니다. 지면을 딛는 안정감에서 시작해, 동작과 동작 사이의 연결 속에서 새로운 움직임의 재미를 발견합니다. 초보자부터 꾸준히 수련하는 분들까지 함께 어우러지며, 각자의 리듬을 자연스럽게 찾아가는 시간입니다. - 깊이 있는 빈야사를 경험해보고 싶은 분 - 나만의 움직임과 리듬을 찾고 싶은 분 - 안정감과 흐름을 동시에 느끼고 싶은 분 📍 장소 서울 서대문구 연희로 85 5층 ⏰ 입장 수업 10분 전부터 입장 가능합니다 (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 공용매트 30개 사용 가능(원하는 분은 개인매트 지참) / 편한 복장 / 텀블러 🚗 시설 안내 남녀 탈의실 , 샤워가능 , 주차가능 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,3p.txt,3,6,27,27,[마이트리|연희스페셜] Root to Rise (Vinyasa),"여러분들의 삶은 얼마나 Grounding 되어있나요? 삶이든 요가이든 우리는 흔들리지 않는 삶을 위해서는 가장 기본적인 뿌리내림 (Rooted/grounded) 가 매우 중요하다고 생각합니다. 요가 매트와 닿는 나의 신체 손과 발을 통해 단단히 뿌리내리고, 하체에서 시작된 에너지를 상체로 자연스럽게 이어갑니다. 호흡과 움직임이 하나로 연결되는 흐름 속에서, 나의 몸이 얼마나 유기적으로 이어져 있는지 느껴봅니다. (Connection Build) 매트 위에서의 흐름은 결국 내가 얼마나 단단히 뿌리내리고 살아가고 있는지를 비추는 매순간의 연습입니다.	","[마이트리|연희스페셜] Root to Rise (Vinyasa)	여러분들의 삶은 얼마나 Grounding 되어있나요? 삶이든 요가이든 우리는 흔들리지 않는 삶을 위해서는 가장 기본적인 뿌리내림 (Rooted/grounded) 가 매우 중요하다고 생각합니다. 요가 매트와 닿는 나의 신체 손과 발을 통해 단단히 뿌리내리고, 하체에서 시작된 에너지를 상체로 자연스럽게 이어갑니다. 호흡과 움직임이 하나로 연결되는 흐름 속에서, 나의 몸이 얼마나 유기적으로 이어져 있는지 느껴봅니다. (Connection Build) 매트 위에서의 흐름은 결국 내가 얼마나 단단히 뿌리내리고 살아가고 있는지를 비추는 매순간의 연습입니다.	"
class,3p.txt,3,7,28,29,"[마인드플로우] 느긋하고 자유로운 흐름, 움직임 명상","몸과 마음이 이끄는 대로 자유롭게 움직이는 명상 움직임으로 몰랐던 마음을 알아차리고 감정을 해소하는 시간 : 정해진 동작을 익히는 것보다 자유로운 내면의 움직임을 탐색하고 싶은 분, 혼자 가만히 앉아서 명상하는 것이 어려웠던 분께 추천해요. 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마인드플로우] 느긋하고 자유로운 흐름, 움직임 명상	몸과 마음이 이끄는 대로 자유롭게 움직이는 명상 움직임으로 몰랐던 마음을 알아차리고 감정을 해소하는 시간 : 정해진 동작을 익히는 것보다 자유로운 내면의 움직임을 탐색하고 싶은 분, 혼자 가만히 앉아서 명상하는 것이 어려웠던 분께 추천해요. 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,3p.txt,3,8,30,31,[마인드플로우] 비기너요가,"요가를 시작하는 사람이 기본 동작을 차근차근 연습하며 힘과 유연성을 기르기 좋은 시간 : 요가가 처음이거나 오랜만인 분께 추천해요. 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마인드플로우] 비기너요가	요가를 시작하는 사람이 기본 동작을 차근차근 연습하며 힘과 유연성을 기르기 좋은 시간 : 요가가 처음이거나 오랜만인 분께 추천해요. 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,3p.txt,3,9,32,33,[마인드플로우] 빈야사요가,"자세와 자세를 부드럽게 연결하며 움직이는 요가 스탠딩 동작으로 근력을 키우고, 유지하고 뻗는 자세로 유연성을 기르는 시간 : 기반을 단단하게 다지면서 흐르듯 움직이고 싶은 분께 추천해요. 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마인드플로우] 빈야사요가	자세와 자세를 부드럽게 연결하며 움직이는 요가 스탠딩 동작으로 근력을 키우고, 유지하고 뻗는 자세로 유연성을 기르는 시간 : 기반을 단단하게 다지면서 흐르듯 움직이고 싶은 분께 추천해요. 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,3p.txt,3,10,34,35,[마인드플로우] 움직임명상,"몸과 마음이 이끄는 대로 자유롭게 움직이는 명상 움직임으로 몰랐던 마음을 알아차리고 감정을 해소하는 시간 : 정해진 동작을 익히는 것보다 자유로운 내면의 움직임을 탐색하고 싶은 분, 혼자 가만히 앉아서 명상하는 것이 어려웠던 분께 추천해요. 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마인드플로우] 움직임명상	몸과 마음이 이끄는 대로 자유롭게 움직이는 명상 움직임으로 몰랐던 마음을 알아차리고 감정을 해소하는 시간 : 정해진 동작을 익히는 것보다 자유로운 내면의 움직임을 탐색하고 싶은 분, 혼자 가만히 앉아서 명상하는 것이 어려웠던 분께 추천해요. 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,4p.txt,4,1,22,23,[마인드플로우] 차근차근 기본을 다지는 비기너 요가,"처음부터 천천히, 몸을 안전하게 깨우는 비기너 요가 마인드플로우에서 진행되는 기초 중심의 비기너 요가 클래스입니다. 호흡과 함께 기본 동작을 차근차근 익히며, 몸의 감각과 움직임을 안정적으로 이해해갑니다. 무리 없는 속도로 진행되어 누구나 편안하게 참여할 수 있습니다. - 요가가 처음인 분 - 기초를 제대로 배우고 싶은 분 - 부담 없이 몸을 풀고 싶은 분 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마인드플로우] 차근차근 기본을 다지는 비기너 요가	처음부터 천천히, 몸을 안전하게 깨우는 비기너 요가 마인드플로우에서 진행되는 기초 중심의 비기너 요가 클래스입니다. 호흡과 함께 기본 동작을 차근차근 익히며, 몸의 감각과 움직임을 안정적으로 이해해갑니다. 무리 없는 속도로 진행되어 누구나 편안하게 참여할 수 있습니다. - 요가가 처음인 분 - 기초를 제대로 배우고 싶은 분 - 부담 없이 몸을 풀고 싶은 분 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,4p.txt,4,2,24,25,[마인드플로우] 하타요가,"천천히 호흡과 자세에 집중하며 차분하게 몸의 균형을 되찾고, 마음의 안정과 이완을 키워가는 시간 : 느긋하게 몸에 집중하고 싶은 분께 추천해요. 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마인드플로우] 하타요가	천천히 호흡과 자세에 집중하며 차분하게 몸의 균형을 되찾고, 마음의 안정과 이완을 키워가는 시간 : 느긋하게 몸에 집중하고 싶은 분께 추천해요. 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,4p.txt,4,3,26,27,[마인드플로우|연희스페셜] 몸으로 하는 선셋 자애 명상,"노을 속에서 나를 따뜻하게 안아주는, 몸으로 하는 자애 명상 마인드플로우 연희 스페셜 프로그램으로 진행되는 선셋 자애 명상입니다. 부드러운 움직임과 호흡을 통해 몸의 감각을 열고, 해 질 무렵의 고요한 시간 속에서 자신에게 따뜻한 마음을 전합니다. 생각이 아닌 몸의 경험을 통해 자애를 느끼고, 깊은 안정과 연결로 이어집니다. - 스스로에게 따뜻함을 전하고 싶은 분 - 감정의 회복과 안정이 필요한 분 - 고요한 시간 속에서 깊이 머물고 싶은 분 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[마인드플로우|연희스페셜] 몸으로 하는 선셋 자애 명상	노을 속에서 나를 따뜻하게 안아주는, 몸으로 하는 자애 명상 마인드플로우 연희 스페셜 프로그램으로 진행되는 선셋 자애 명상입니다. 부드러운 움직임과 호흡을 통해 몸의 감각을 열고, 해 질 무렵의 고요한 시간 속에서 자신에게 따뜻한 마음을 전합니다. 생각이 아닌 몸의 경험을 통해 자애를 느끼고, 깊은 안정과 연결로 이어집니다. - 스스로에게 따뜻함을 전하고 싶은 분 - 감정의 회복과 안정이 필요한 분 - 고요한 시간 속에서 깊이 머물고 싶은 분 📍 장소 서울 서대문구 연희로 224 3층 ⏰ 입장 스튜디오는 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인 매트 / 편한 복장 /텀블러 
공용 매트 O : 공용 매트가 준비되어 있습니다.  개인 매트, 매트 타월, 핸드 타월을 가져오시면 더 쾌적한 수련이 가능합니다. 탈의 공간 O / 샤워 X  : 남녀 공용 탈의실입니다. 서로를 배려해주세요. 🚗 주차 주차 공간이 협소합니다. 서대문구청 등 근처 유료 주차장을 이용해주세요 ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,4p.txt,4,4,28,28,[무릉] 티마인드풀니스 세션,"뿌리/잎/열매 차를 순서대로 마시며 나의 에너지를 정렬하고, 마지막 사운드 배스로 씻어내듯 묵은 감정을 털어내고, 내 안의 고요함과 마주해 보세요. 📍 장소 서울 서대문구 연희로11마길 23 ⏰ 입장 스튜디오는 10분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 열린 마음으로 오세요 🚗 주차 주차 불가 (대중교통 이용 권장) ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[무릉] 티마인드풀니스 세션	뿌리/잎/열매 차를 순서대로 마시며 나의 에너지를 정렬하고, 마지막 사운드 배스로 씻어내듯 묵은 감정을 털어내고, 내 안의 고요함과 마주해 보세요. 📍 장소 서울 서대문구 연희로11마길 23 ⏰ 입장 스튜디오는 10분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 열린 마음으로 오세요 🚗 주차 주차 불가 (대중교통 이용 권장) ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,4p.txt,4,5,29,29,[바운드하우스] 무릉 엠비언트 콘서트,-	,[바운드하우스] 무릉 엠비언트 콘서트	-	
class,4p.txt,4,6,30,30,[바운드하우스] 인요가와 저널링,-	,[바운드하우스] 인요가와 저널링	-	
class,4p.txt,4,7,31,31,[바운드하우스] 핸드팬 메디테이션 & 요가,-	,[바운드하우스] 핸드팬 메디테이션 & 요가	-	
class,4p.txt,4,8,32,32,[바운드하우스] 핸드팬 사운드스케이프 '일렁',"핸드팬 사운드스케이프 ‘일렁’ 음으로 피어나는 풍경들, 마음의 잔상들, 여운들. 여러 소리도구들, 필드레코딩 된 자연의 소리, 핸드팬 하모닉스가 만드는 릴렉싱 사운드. 음악과 함께 자신만의 서사를 떠올리며, 차를 마시고 호흡을 고르고 온전한 나의 자리를 살피는 순간. 음악 감상, 명상, 휴식의 경계를 넘나들며 일상의 속도에서 벗어나 나의 리듬을 되찾고, 숨결을 트는 자리. - 고요하지만 풍요로운 감각으로 하루를 시작 or 마무리 하고픈 분 - 정체된 마음과 감정에 다시 흐름을 만들고 싶은 분 - 조화로운 소리파동을 통해 에너지의 균형을 회복하고픈 분 - 말보다는 음악을 통해 생각을 정리하고픈 분 - 핸드팬 소리를 좋아하는 분	","[바운드하우스] 핸드팬 사운드스케이프 '일렁'	핸드팬 사운드스케이프 ‘일렁’ 음으로 피어나는 풍경들, 마음의 잔상들, 여운들. 여러 소리도구들, 필드레코딩 된 자연의 소리, 핸드팬 하모닉스가 만드는 릴렉싱 사운드. 음악과 함께 자신만의 서사를 떠올리며, 차를 마시고 호흡을 고르고 온전한 나의 자리를 살피는 순간. 음악 감상, 명상, 휴식의 경계를 넘나들며 일상의 속도에서 벗어나 나의 리듬을 되찾고, 숨결을 트는 자리. - 고요하지만 풍요로운 감각으로 하루를 시작 or 마무리 하고픈 분 - 정체된 마음과 감정에 다시 흐름을 만들고 싶은 분 - 조화로운 소리파동을 통해 에너지의 균형을 회복하고픈 분 - 말보다는 음악을 통해 생각을 정리하고픈 분 - 핸드팬 소리를 좋아하는 분	"
class,4p.txt,4,9,33,33,[비전스트롤 콜라보|옥상요가] 커피와 요가,"커피 향과 함께, 천천히 깨어나는 옥상 요가 연희동의 핫스팟 비전스트롤과 함께하는 옥상 요가 클래스입니다. 로스터리 이야기를 들으며 커피 향을 느끼고, 감각을 깨우는 명상으로 시작합니다. 이후 옥상에서 가볍게 몸을 풀며, 여유롭고 편안한 시간을 보냅니다. 복잡한 일상에서 벗어나, 감각과 휴식을 함께 즐기는 경험입니다. - 커피와 요가를 함께 즐기고 싶은 분 - 가볍고 편안한 힐링 시간을 원하는 분 - 색다른 공간에서 여유를 느끼고 싶은 분 📍 장소 연희로11가길 24 건물 옥상 ⏰ 입장 수련 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인매트 / 편한 복장 / 텀블러 - 탈의 공간 X / 샤워 X 🚗 주차  주차 불가(사러가 주차장, 모두의 주차장 이용 권장) ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[비전스트롤 콜라보|옥상요가] 커피와 요가	커피 향과 함께, 천천히 깨어나는 옥상 요가 연희동의 핫스팟 비전스트롤과 함께하는 옥상 요가 클래스입니다. 로스터리 이야기를 들으며 커피 향을 느끼고, 감각을 깨우는 명상으로 시작합니다. 이후 옥상에서 가볍게 몸을 풀며, 여유롭고 편안한 시간을 보냅니다. 복잡한 일상에서 벗어나, 감각과 휴식을 함께 즐기는 경험입니다. - 커피와 요가를 함께 즐기고 싶은 분 - 가볍고 편안한 힐링 시간을 원하는 분 - 색다른 공간에서 여유를 느끼고 싶은 분 📍 장소 연희로11가길 24 건물 옥상 ⏰ 입장 수련 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 🧘 준비물 개인매트 / 편한 복장 / 텀블러 - 탈의 공간 X / 샤워 X 🚗 주차  주차 불가(사러가 주차장, 모두의 주차장 이용 권장) ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,4p.txt,4,10,34,34,[비전스트롤] 커피와 요가,-	,[비전스트롤] 커피와 요가	-	
class,5p.txt,5,1,22,23,[빅블루요가] 비트박스 배우기,"입과 몸을 하나의 악기로 활용하여 리듬을 만들어내는 [비트박스 공연]과 [기초 클래스]를 진행합니다. (몸이 내는 소리와 리듬에 집중하며 즐거움을 찾고자 하는 모든 분이 참여 가능합니다.) 📍 장소 서울 서대문구 연희로15길 31 지층 ⏰ 입장 수련 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 수련 후 짧은 티타임이 포함될 수 있습니다.
 🧘 준비물 편한 복장 / 텀블러 - 공용 매트 제공 - 탈의 공간 O / 샤워 X 🚗 주차  건물 내 주차 불가(사러가 주차장, 모두의 주차장 이용 권장) ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[빅블루요가] 비트박스 배우기	입과 몸을 하나의 악기로 활용하여 리듬을 만들어내는 [비트박스 공연]과 [기초 클래스]를 진행합니다. (몸이 내는 소리와 리듬에 집중하며 즐거움을 찾고자 하는 모든 분이 참여 가능합니다.) 📍 장소 서울 서대문구 연희로15길 31 지층 ⏰ 입장 수련 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 수련 후 짧은 티타임이 포함될 수 있습니다.
 🧘 준비물 편한 복장 / 텀블러 - 공용 매트 제공 - 탈의 공간 O / 샤워 X 🚗 주차  건물 내 주차 불가(사러가 주차장, 모두의 주차장 이용 권장) ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
class,5p.txt,5,2,24,25,[빅블루요가] 정렬 에센스,"관절 중심의 구조적 원리를 이해하고 몸을 정렬하는 [정렬 에센스](입문~중)와 [정렬 인텐시브](중~상)가 운영됩니다. (신체의 불균형을 인지하고 스스로 몸의 기능을 회복하고자 하는 분들에게 권장합니다.) 📍 장소 서울 서대문구 연희로15길 31 지층 ⏰ 입장 수련 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 수련 후 짧은 티타임이 포함될 수 있습니다.
 🧘 준비물 편한 복장 / 텀블러 - 공용 매트 제공 - 탈의 공간 O / 샤워 X 🚗 주차  건물 내 주차 불가(사러가 주차장, 모두의 주차장 이용 권장) ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	","[빅블루요가] 정렬 에센스	관절 중심의 구조적 원리를 이해하고 몸을 정렬하는 [정렬 에센스](입문~중)와 [정렬 인텐시브](중~상)가 운영됩니다. (신체의 불균형을 인지하고 스스로 몸의 기능을 회복하고자 하는 분들에게 권장합니다.) 📍 장소 서울 서대문구 연희로15길 31 지층 ⏰ 입장 수련 20분 전 오픈됩니다.  (시작 후 입장이 제한될 수 있습니다) 수련 후 짧은 티타임이 포함될 수 있습니다.
 🧘 준비물 편한 복장 / 텀블러 - 공용 매트 제공 - 탈의 공간 O / 샤워 X 🚗 주차  건물 내 주차 불가(사러가 주차장, 모두의 주차장 이용 권장) ❗ 안내 수업취소- 시작 시간 24시간 전까지 가능	"
